episode,reward,loss
0,-12.104478210439272,0.00035557014
1,-9.501598066436118,3.406173e-05
2,-8.730907087716297,3.6267986e-05
3,-11.184200509233975,3.2052456e-05
4,-10.364837060794041,4.387722e-05
5,-11.228997347952555,6.534066e-05
6,-9.081560994120524,7.9724115e-05
7,-9.76260070031424,9.513494e-05
8,-9.80982008524599,7.016934e-05
9,-9.906311384809161,0.00012828501
10,-9.134562596202986,8.134744e-05
11,-8.942075534326783,0.00018221611
12,-9.605593505702107,6.369633e-05
13,-9.386946264037782,0.0001179652
14,-8.2696767279051,0.00044765515
15,-11.17735109753556,0.00017338672
16,-11.789097950550335,0.00015511406
17,-13.320865490318036,0.00019396495
18,-12.07891979944809,0.0002362913
19,-12.104617718013879,0.0009747709
20,-12.662921593254772,5.1425137e-05
21,-12.826650350721431,8.24022e-05
22,-12.793161102479397,0.00035963574
23,-12.464221456780152,0.00021954117
24,-12.649232455626628,0.00014135032
25,-13.082735696405813,3.6593265e-05
26,-13.228051710530313,0.00013806889
27,-11.70501368914496,0.00010311068
28,-11.427785912407376,0.0004893443
29,-6.489815141475705,0.00022837736
30,-7.7615478494586005,0.00030188405
31,-9.883697227778432,0.00044332017
32,-8.340161490110917,0.00021571665
33,-9.096857670830307,9.335184e-05
34,-10.003697818735818,0.000305851
35,-8.02203243919295,0.000277999
36,-11.975819585230688,0.000122059144
37,-12.82589769119742,7.704977e-05
38,-12.43045098714264,0.0007557692
39,-12.927878994368381,0.0005334958
40,-12.119577278318367,0.00010423255
41,-12.787970562321728,0.00018950256
42,-11.867244895862706,0.0007174583
43,-10.985663810270383,0.00012068737
44,-12.114462409394385,0.00041270535
45,-12.078045999414105,0.00031381365
46,-11.693914709701676,0.00062506995
47,-11.396554839063874,4.510536e-05
48,-11.628082655608026,0.00030462095
49,-10.996728808545866,0.00032700552
50,-11.049757082695509,9.503845e-05
51,-10.976051269149869,0.00024866412
52,-10.443043054104967,0.00015296775
53,-9.522672056026098,0.00017896474
54,-8.287415691332932,0.0005539707
55,-8.56208780928911,0.00015721448
56,-8.582790540345243,0.00040027854
57,-10.092015954979841,0.00028750635
58,-8.369263690194595,0.000869791
59,-6.703657838696735,0.00030227288
60,-6.724887924794151,0.00054696447
61,-9.892923622437898,0.00061715866
62,-9.083508298725096,0.0015474533
63,-6.76185467247878,0.0003475173
64,-5.410824510775643,0.0015636852
65,-8.50129074199599,0.0007148982
66,-9.444741592379408,0.0006859152
67,-8.37141721990197,0.0008618851
68,-8.571755538628175,0.0007873127
69,-6.228156619133518,0.00108801
70,-7.527265243806684,0.00043942692
71,-6.116739681450944,0.0006936528
72,-7.728831968282361,0.00087243936
73,-5.29956701798676,0.00065212115
74,-5.353508888596981,0.0011811904
75,-8.43724519577392,0.0004473891
76,-8.232231779599193,0.00045864406
77,-7.7364916640384305,0.00075722305
78,-9.801626082346061,0.0008387334
79,-11.66899915643021,0.00061486725
80,-12.074237328506417,0.0013060307
81,-12.330750546279324,0.00072203914
82,-12.135450631457601,0.00052215916
83,-12.027461801920248,0.0012990923
84,-11.6400316257019,0.0005946315
85,-9.996363292308043,0.0005024734
86,-10.552002626062562,0.00046613783
87,-9.75128958785427,0.0004825609
88,-11.233248559074038,0.00032414333
89,-11.809300015396246,0.00012590186
90,-11.520367279197638,0.00043978487
91,-9.797015090932783,0.001456269
92,-10.866011751082318,0.0006445667
93,-12.103220215834186,0.0023967267
94,-12.088745771798028,0.0015168973
95,-12.115612120206707,0.004624259
96,-12.110934128145427,0.0010804955
97,-12.116958611537653,0.0010954477
98,-12.091258599185998,0.00059088774
99,-12.095404861242008,0.0008279993
100,-12.116124019623637,0.0011147053
101,-12.086291504187646,0.00030978763
102,-12.09930378804094,0.0010856213
103,-12.086891670355222,0.0013186609
104,-12.114337010225196,0.0031063412
105,-12.069430387228934,0.00021143435
106,-12.118294860130224,0.00028073427
107,-12.08791312109178,0.0007740181
108,-12.111667081986793,0.00034889756
109,-12.07675479311871,0.00074360386
110,-12.11208786158063,0.00077463145
111,-12.088073587843436,0.0016453427
112,-12.096962700124909,0.0010215961
113,-13.237449333642342,0.0038035014
114,-15.772582241948996,0.00083053595
115,-16.043084783729196,0.0007010116
116,-12.090592355614318,0.0011315434
117,-12.111986720844191,0.0016270538
118,-13.790974415156755,0.0026088208
119,-15.925344146864727,0.0019876277
120,-15.595177237035893,0.0006664861
121,-15.903585445467888,0.0008758453
122,-12.094984083950427,0.004046478
123,-12.112905911638117,0.000809783
124,-12.075535134701305,0.0007222007
125,-12.116225122814079,0.0002034601
126,-12.094485945126248,0.002051949
127,-12.095940640637881,0.001820926
128,-12.113322228003891,0.0002154578
129,-12.083354914095164,0.0012699028
130,-12.088053084292062,0.002712423
131,-12.099632814665972,0.0027225756
132,-12.113066711982398,0.00045734888
133,-12.071705051068278,0.00067389116
134,-12.109952188898811,0.001553044
135,-12.096841925559307,0.0008116048
136,-12.091496805403185,0.0051891543
137,-12.09748926031767,0.00095504115
138,-12.109968308309325,0.0023871525
139,-12.094959509607602,0.0031645298
140,-12.086593002450742,0.0029411984
141,-12.097507099709109,0.00032204436
142,-12.096467341104168,0.009560966
143,-12.096707778724806,0.0010192222
144,-12.099462596461635,0.0022420096
145,-12.119671718291004,0.0020897659
146,-17.438981323795602,0.0003094665
147,-12.118752904143014,0.0014522041
148,-12.086931921218397,0.0018344339
149,-12.097995170970915,0.0010329052
150,-12.111956402557407,0.0022045323
151,-12.087862397585127,0.010623883
152,-12.118269958531098,0.0032019296
153,-14.629271600872679,0.00081570144
154,-15.02985520664419,0.024658173
155,-12.513534630322606,0.0019415454
156,-15.478650084944313,0.0013132074
157,-12.122682087301849,0.0020281344
158,-12.113660927350358,0.010212535
159,-12.10627865986248,0.00035455127
160,-13.703616266671396,0.0018003781
161,-13.673040647542084,0.011488709
162,-11.124354656591901,0.00338403
163,-10.002438869285706,0.0020459548
164,-6.442072988892631,0.02439629
165,-9.031281978570115,0.009795597
166,-5.845129624565182,0.003076833
167,-8.22735047388872,0.0023661149
168,-8.932021120781805,0.0016452575
169,-7.57683270056442,0.0016160378
170,-7.2469240356926905,0.0016133457
171,-7.43997855022611,0.002398513
172,-7.955761599133674,0.0010189811
173,-8.027629798509045,0.002648274
174,-8.26479566714566,0.000519183
175,-7.16485366610922,0.0015576807
176,-9.312343077911077,0.0028016206
177,-7.6007106112306975,0.003571303
178,-5.798721782410519,0.0028534413
179,-10.264072408926951,0.007293578
180,-8.568148731186184,0.010272852
181,-5.61260169763336,0.007260449
182,-8.292365147366613,0.0024019955
183,-10.258951720138516,0.0009935009
184,-8.961291026713877,0.00093101343
185,-4.297521737858187,0.008402027
186,-7.8408129054058335,0.0025993248
187,-7.783021482683344,0.012477372
188,-7.957413745251344,0.0021556504
189,-5.912026037107458,0.0014104957
190,-8.840700333204012,0.002510727
191,-10.022437346320602,0.0027271777
