episode,reward,loss
0,-10.427637232330094,1.7590623e-05
1,-11.888300822663899,0.00021102493
2,-11.901229368856226,9.155502e-05
3,-11.899121193289528,4.676531e-05
4,-11.914116914641674,0.00018932983
5,-11.89539319724713,3.6933874e-05
6,-11.89540670168252,8.652908e-05
7,-11.896114415076477,2.9585306e-05
8,-11.908762428440856,9.5357216e-05
9,-11.923625892253396,0.0003445333
10,-11.8954545183632,6.746675e-05
11,-11.903805951582484,3.56661e-05
12,-11.903053294626062,0.00020866486
13,-11.918051586660667,6.1621016e-05
14,-11.87796312819289,0.000103844875
15,-11.91380791601002,0.000109495784
16,-11.89832989512247,0.00033434
17,-11.89305498969875,2.3179604e-05
18,-11.904297542569699,0.00016136406
19,-11.610825898497929,6.261813e-05
20,-10.99984899943305,6.0402814e-05
21,-10.824619030324127,1.48315e-05
22,-10.28548835887809,0.00013320755
23,-11.858450023241828,2.4103949e-05
24,-10.689234835212297,2.08737e-05
25,-16.448089529270312,0.0009466908
26,-10.107153408011103,7.26626e-05
27,-11.876800634549706,1.5422665e-05
28,-11.918644967392924,0.00039778184
29,-11.878102138357168,0.00041779235
30,-11.91813662327259,0.00055352034
31,-11.920799246168972,0.0004755833
32,-11.376876307732616,0.00029077596
33,-10.68184387746574,6.215592e-05
34,-10.743090182979039,0.0003595834
35,-10.87255675015436,8.353396e-05
36,-10.72599668478311,0.00017846712
37,-11.915914692040806,0.00038198128
38,-11.890052116330157,6.634781e-05
39,-11.893635548980617,0.00035223534
40,-11.143296395748603,0.00012397948
41,-10.403724079648837,1.2039929e-05
42,-10.082607342918676,0.00023161795
43,-9.81046334342633,4.8587153e-05
44,-14.359594885959995,0.00034236867
45,-18.463206064823456,0.000101560756
46,-15.790418497626039,9.1008405e-05
47,-16.08884460866422,0.00015857277
48,-15.183229200848977,9.7075346e-05
49,-15.953232950978247,0.0003814594
50,-15.006558056231068,0.000112782895
51,-14.403569160062402,0.00031387436
52,-15.493874108305324,0.00065178063
53,-14.753721212454034,0.00027773276
54,-14.262508331959387,0.00022478073
55,-13.373977254141101,0.0008797841
56,-16.311861713314272,0.0007028779
57,-10.36579795937049,0.0019180512
58,-9.928041221527248,0.0013688074
59,-10.399240542801936,0.0003663758
60,-10.75770882417077,0.00022331576
61,-11.66377057317127,0.0004984806
62,-9.989215220164558,0.0010047572
63,-10.392280862859359,0.0001685136
64,-10.37081057881739,0.0009925554
65,-10.034381286015927,0.0012169243
66,-10.10254967291896,0.00076540664
67,-10.350596034391474,0.00026039185
68,-11.899828948251486,0.00065567566
69,-11.929685448181246,0.00046836957
70,-11.892862861697811,0.00037371076
71,-11.90143702083495,0.0011441461
72,-11.917520668890973,0.00020353252
73,-11.918110184109725,0.0008467677
74,-11.880099645427466,0.0030898196
75,-11.914513732511772,0.00014731656
76,-11.894078629246339,0.0002066372
77,-11.33877389433371,0.00018011188
78,-11.894529720222023,0.00015842447
79,-11.916841404345837,0.0001375995
80,-11.107233037976751,0.00032002764
81,-9.960294270293195,0.00087415264
82,-10.129904179976956,0.0014048514
83,-10.257205065786321,0.0002659972
84,-11.898649604281736,0.00023008196
85,-11.684962500413139,0.0006522878
86,-10.270214077566008,0.0010828776
87,-9.964496282923294,0.00048118614
88,-9.893028790420317,0.00044236504
89,-10.05914952434927,7.38316e-05
90,-11.92142284407814,0.00074698136
91,-11.882493881885033,0.00014806942
92,-10.995541828878872,0.0012112148
93,-10.151350684395135,0.0017615118
94,-10.3697477523764,0.0014093792
95,-9.89852770164804,0.0005181184
96,-9.915542927705152,0.0002388898
97,-11.901887723192322,0.00022361882
98,-11.009693780020624,0.00012983798
99,-11.903576118988644,0.00017078787
100,-9.815229379339122,0.001354472
101,-11.921398144452937,0.00021347606
102,-11.919258501522934,0.00020476476
103,-9.613963833513735,0.001695425
104,-9.522072008957062,0.0006155305
105,-9.768301578007497,0.00015707585
106,-10.171471579671506,0.0004920883
107,-9.549507688117044,0.0007317569
108,-9.741777485317646,0.00033273583
109,-9.494828176618368,0.001605327
110,-9.698680634101525,0.0016653205
111,-9.48675496868591,0.00040001443
112,-9.709186770192826,0.000616872
113,-12.124952686043548,0.00069670123
114,-12.276340903542367,0.00065191375
115,-13.706198187791694,0.0010372793
116,-13.12113750565863,0.0002835794
117,-10.248951705985018,0.0010240326
118,-9.606942467986109,0.0012425845
119,-9.577041998019995,0.0009667451
120,-11.91733463281208,0.0012416336
121,-11.877718195341938,0.00011597994
122,-11.92295981442282,0.00046093098
123,-11.898429799891577,0.000112362075
124,-11.34383492797324,0.0004257045
125,-9.367258852965591,0.0002721346
126,-9.461874407695465,8.610211e-05
127,-9.298386331414095,0.0003676483
128,-10.556553884675507,0.0011289034
129,-9.270506969431763,0.00050682196
130,-11.891769588912322,0.00093385135
131,-11.851223289513827,0.0003897987
132,-9.307660558350513,0.000568251
133,-11.880580220261995,7.992773e-05
134,-11.921182500574552,0.0008265901
135,-11.878778150246411,0.00057481014
136,-11.923807273744565,0.0008460239
137,-11.897340112969264,0.00120213
138,-11.922822854552027,0.0013625479
139,-11.897547539641009,0.00093098433
140,-11.89680969294929,0.00073405413
141,-10.07728469595908,4.1720206e-05
142,-9.65293249793125,0.00080418924
143,-9.466356531778604,0.0015084116
144,-11.895440194663085,0.00040104124
145,-11.917297079558507,0.0012100828
146,-11.877941818969328,0.000116232804
147,-11.923237103182329,0.0017457256
148,-11.9272104825231,0.00028335679
149,-11.894938549556915,0.00090705336
150,-11.902770723525991,0.0014413609
151,-11.895838464026886,0.00054820237
152,-11.923442929264453,0.00016311143
153,-11.893929209405691,0.0011168063
154,-11.90638666402884,0.0010041659
155,-11.918752746719276,0.0006126183
156,-11.872287199479555,0.0009331568
157,-11.917548840853971,0.0015261627
158,-11.875430158114588,0.00018897944
159,-11.910952128130397,0.0004127557
160,-11.413539080735742,0.000108834414
161,-9.384276789697479,0.004977891
162,-9.494174401767662,0.00011318739
163,-9.330137978383501,0.00011043133
164,-9.807343402400043,0.00018522695
165,-9.67025548113032,0.00045433402
166,-10.422647717887585,0.0036197146
167,-12.777553106985033,0.0006680528
168,-13.408062160030005,0.00031184964
169,-9.468929032646482,0.000476792
170,-9.453364304095787,0.004135186
171,-9.97780607034507,0.003570699
172,-11.476242176546025,0.0008279519
173,-11.147103858732756,0.00042107573
174,-11.800421719072014,6.206619e-05
175,-12.794959629747714,0.0006042712
176,-11.38448545717655,0.00015984433
177,-14.317695002158986,0.0012908593
178,-13.270627234365293,0.001396391
179,-12.221134653077605,0.0032741223
180,-10.19693608367544,0.00062512525
181,-9.736184443861616,0.00013225811
182,-9.798169374082379,0.0008711376
183,-9.860426966088392,0.00056544354
184,-10.263426885634738,0.0014038465
185,-11.594687193580603,0.00026474198
186,-11.614357466973402,0.0022325136
187,-10.611640895449485,0.00025258935
188,-9.023201599179094,0.00037054648
189,-9.793372560072251,0.0011126543
190,-11.057402051156794,0.0012784193
191,-9.760540184076428,0.0016014907
192,-9.541231468599094,0.0018368334
193,-9.250854173562665,0.0001425388
194,-9.368665607386037,0.0030924191
195,-9.535298956123277,0.00045352743
196,-9.175899451913736,9.490112e-05
197,-10.617122811485414,0.00062295375
198,-10.288243508832682,0.002260487
199,-9.876508275840807,0.004328053
200,-12.333603489627919,0.0017266457
201,-11.08624810707479,0.00025279904
202,-11.360875900131452,0.0013901187
203,-12.203895570933973,0.0028082142
204,-12.464271921758034,0.0032152424
205,-12.088475595737734,0.0011749996
206,-12.59890786087096,0.0012321484
207,-9.695503538909705,0.0003797555
208,-9.403302907874469,0.0002757988
209,-11.883314585857889,0.0010771966
210,-9.79693514513138,0.0010801154
211,-9.605398225710854,0.0023643472
212,-13.35160063227539,0.004992371
213,-12.338811482271053,0.0001853428
214,-13.301175095011594,0.0041479664
215,-9.920332860798084,0.00046778488
216,-11.343013803964434,0.00060223794
217,-10.889522292495883,0.0011062764
218,-12.070014697470972,0.0043214783
219,-12.10415686894954,0.0008724001
220,-9.821791288146091,0.0005877578
221,-8.817035968246536,0.0018933511
222,-9.679327187511257,0.00081166154
223,-9.562510937196315,0.0018681147
224,-9.409356731187131,0.0017399008
225,-9.675266424498743,0.00047868263
226,-8.986179812778254,0.0026206095
227,-9.764776036684,0.0008944544
228,-9.443610859858557,0.0008598565
229,-9.88432539786418,0.0009106388
230,-9.526256821495654,0.0015237102
231,-9.793717281272292,0.0011170974
232,-9.668488130613213,0.0040800595
233,-10.142088408634402,0.00018863552
234,-9.482485278748142,9.737268e-05
235,-12.34290260779018,0.0007014614
236,-9.357345580914199,0.0031261526
237,-9.36093198399962,0.000982126
238,-9.386126936741743,0.0005518868
239,-9.316656234822867,0.0010744416
240,-11.921755839095914,0.0019059901
241,-11.917932601871685,5.187231e-05
242,-11.891446673918706,0.0004754286
243,-11.896818162406108,0.002035047
244,-11.897618368672155,0.00039200758
245,-10.635057946132621,0.00027267498
246,-10.265640068063878,0.00014288365
247,-7.0781085453474955,0.00038298251
248,-13.193125595890814,0.0030797794
249,-11.469650925882437,0.00044034427
250,-10.42658689273921,0.0043680724
251,-11.879729523797677,0.0040623425
252,-11.920831404579223,0.005336468
253,-11.881906453831737,0.0007550956
254,-11.918605373975304,0.0017134404
255,-11.923553965934607,0.0020895158
256,-10.637848694378063,0.0040899706
257,-9.361007760840687,0.0045547904
258,-8.522891564088622,0.00024295456
259,-9.0560726341406,0.00095213327
260,-9.320274354871955,0.0013600176
261,-9.3908535570118,0.0011246675
262,-9.334656528539844,0.0044080243
263,-9.608431435781029,0.0006813983
264,-9.262580449921154,0.0006108593
265,-9.401907044345995,0.0006309823
266,-8.622032711717248,0.0007136323
267,-9.342797958767871,0.00091711816
268,-9.31943083642217,0.0019145352
269,-8.227199833358101,0.0058308765
270,-9.066257025606964,0.0015591956
271,-11.110940075694163,0.00077359454
272,-9.355799580832965,0.00032922783
273,-8.562557665963881,0.0009768468
274,-9.435020514578342,0.00033295498
275,-9.403893051510666,0.00090829213
276,-11.92232746521195,0.000561945
277,-11.879231856596821,0.0028947925
278,-11.920409876679877,0.0062349197
279,-11.897866210109214,0.0018207012
280,-11.902390788750676,0.0006827073
281,-11.905113175614977,0.005549491
282,-11.90444828628478,0.0011139212
283,-10.281564896385875,0.0002030048
284,-11.707599539702247,0.004356703
285,-9.087112531505575,0.0013989846
286,-9.169371505363916,0.0014446722
287,-11.875049868504123,0.003999242
288,-9.447734439169855,0.0071247453
289,-9.328909373568637,0.000228236
290,-11.919598237873934,0.00031406345
291,-11.917719442910741,0.00027224398
292,-11.892556525483132,0.00041017163
293,-11.60890377935089,0.00036092103
294,-8.997387131470628,0.0029224537
295,-9.192799677750514,0.0015680853
296,-9.032999478524484,0.000282527
297,-9.488210691247225,0.0030981072
298,-8.392249443702578,0.0018414266
299,-8.321277826260472,0.0024148258
300,-9.496845144492235,0.0048645176
301,-8.248965504432809,0.0014251827
302,-8.970687548063822,0.0013966423
303,-11.087158626169005,0.0055423714
304,-12.849813924180879,0.00036553817
305,-12.867753191762443,0.0014179106
306,-14.175981382687223,0.0002531857
307,-12.591183042612437,0.0016910699
308,-13.654916424430159,0.0012441883
