episode,reward,loss,len,e
0,-16.396771261391685,5.4405327,21,1.0
1,-10,8.548949,1,0.98
2,-12.254582054855534,69.687775,11,0.9604
3,-11.306191471242492,59.30771,10,0.941192
4,-10,6.3160596,1,0.92236816
5,-15.594739376814665,95.41551,14,0.9039207968
6,-12.566260827869751,91.87394,13,0.885842380864
7,-10,6.7737255,1,0.868125533247
8,-15.86417575583727,103.515884,13,0.850763022582
9,-12.330390634919503,64.34976,9,0.83374776213
10,-15.712545337786548,133.96657,19,0.817072806888
11,-11.532772893510137,37.050064,5,0.80073135075
12,-11.51314065029572,47.428444,7,0.784716723735
13,-14.053330095059195,76.22519,10,0.76902238926
14,-11.900066948170235,79.52172,10,0.753641941475
15,-18.703246362022703,172.46992,25,0.738569102645
16,-11.23505577348905,24.89645,4,0.723797720592
17,-13.825867596843286,151.04921,21,0.709321766181
18,-13.741546979159697,55.82531,7,0.695135330857
19,-13.300292012978923,63.63303,9,0.68123262424
20,-10,11.66184,1,0.667607971755
21,-13.128671598653465,59.628296,10,0.65425581232
22,-10.757736448526485,50.442783,7,0.641170696074
23,-15.342398259696461,157.16698,24,0.628347282152
24,-22.892269797590885,182.1955,30,0.615780336509
25,-11.879030274071777,54.24941,10,0.603464729779
26,-11.88333553614008,27.478012,6,0.591395435183
27,-11.323683837781072,59.13028,8,0.57956752648
28,-10,4.3451247,1,0.56797617595
29,-19.411380382458074,166.51917,30,0.556616652431
30,-13.203730751525715,59.184406,9,0.545484319382
31,-10.328834002095554,13.136798,2,0.534574632995
32,-14.080242322944365,98.353226,19,0.523883140335
33,20,7.1282067,1,0.513405477528
34,-16.782422357597493,164.84052,28,0.503137367978
35,-16.18135872415223,225.3266,30,0.493074620618
36,-11.517023173088019,68.3083,8,0.483213128206
37,-16.976128214849226,158.54137,30,0.473548865642
38,-20.449530111253083,153.61835,26,0.464077888329
39,-18.613353059021918,91.0805,17,0.454796330562
40,-18.516923938672484,134.52254,30,0.445700403951
41,-10,1.6249617,1,0.436786395872
42,-21.953391829130183,157.16634,30,0.428050667954
43,-10,8.704255,1,0.419489654595
44,-22.090285644621964,122.39782,30,0.411099861503
45,-10,3.30046,1,0.402877864273
46,-12.367430019338952,36.755844,7,0.394820306988
47,-20.525800014645924,150.68423,30,0.386923900848
48,-13.728343467150735,51.879963,12,0.379185422831
49,-10.502851359192029,13.897922,3,0.371601714375
50,-14.663533453638824,128.32736,30,0.364169680087
51,-17.001390447450166,94.755974,30,0.356886286485
52,-21.613384507363243,155.40692,30,0.349748560756
53,-15.231232008044689,82.482285,20,0.342753589541
54,20,17.002647,1,0.33589851775
55,-17.45710695199034,119.84871,30,0.329180547395
56,-10,0.8822159,1,0.322596936447
57,-10,2.691204,1,0.316144997718
58,-18.088734415233517,133.03766,30,0.309822097764
59,-20.477470683347036,144.87431,30,0.303625655808
60,-15.397479377589848,67.74281,16,0.297553142692
61,-18.577949407079046,117.5132,30,0.291602079838
62,-15.942392777995863,100.1106,28,0.285770038242
63,-23.707128728650954,146.46873,30,0.280054637477
64,-20.035595186098462,96.09421,20,0.274453544727
65,-10.491704231746628,9.370787,3,0.268964473833
66,-10,8.232323,1,0.263585184356
67,-21.11852023372644,105.33225,30,0.258313480669
68,-21.3318210876709,85.182106,30,0.253147211055
69,-14.025066924842925,57.187767,13,0.248084266834
70,-16.668777604320702,111.03722,30,0.243122581498
71,-15.62210156223874,133.48235,30,0.238260129868
72,-20.25530619790771,94.44997,29,0.23349492727
73,-15.376848839346998,93.20569,22,0.228825028725
74,-16.98290197426308,75.0659,30,0.22424852815
75,-24.50175056448083,87.28054,30,0.219763557587
76,-24.79076828765546,128.816,30,0.215368286436
77,-14.170584865350413,76.92522,30,0.211060920707
78,-16.631982186476954,63.556385,28,0.206839702293
79,-16.135681712663036,83.281395,26,0.202702908247
80,-20.26570392537279,68.71988,30,0.198648850082
81,-10.825788019463552,17.776087,3,0.19467587308
82,-19.66884645114192,117.31928,30,0.190782355619
83,-14.822746701630777,97.31056,30,0.186966708506
84,-16.647272087412475,94.05565,30,0.183227374336
85,-14.383487486573777,50.907032,20,0.17956282685
86,-20.744796153189668,78.41122,30,0.175971570313
87,-20.91249548597156,89.11832,30,0.172452138906
88,-19.005860589565323,93.712845,30,0.169003096128
89,-15.754311693406706,98.536224,30,0.165623034206
90,-11.23835400511597,18.401356,4,0.162310573522
91,-18.004757089642464,106.46791,30,0.159064362051
92,-17.32115775668323,79.19456,30,0.15588307481
93,-14.373828671048146,87.31485,30,0.152765413314
94,-13.332276343360464,31.139694,13,0.149710105048
95,-17.06768339371855,86.85238,30,0.146715902947
96,-16.90783160549465,59.94982,25,0.143781584888
97,19.89936843104588,0.84067917,2,0.14090595319
98,-16.846497942094125,83.33134,26,0.138087834126
99,-12.204768029507775,83.507645,23,0.135326077444
100,-19.166872758020965,58.589775,30,0.132619555895
101,-26.11432645256468,78.79481,30,0.129967164777
102,-18.442229932509996,35.156258,18,0.127367821481
103,-21.94086674297943,74.928345,30,0.124820465052
104,19.899275358569348,1.5405807,2,0.122324055751
105,19.90062882173378,7.2245884,2,0.119877574636
106,-23.970682371156876,111.20669,30,0.117480023143
107,-28.928862576595,112.108444,30,0.11513042268
108,-15.730536618690397,153.48648,29,0.112827814226
109,-21.723561363345876,141.68266,30,0.110571257942
110,-16.713185227232913,94.114365,30,0.108359832783
111,-14.62659520723187,52.021008,20,0.106192636127
112,-21.068479288688074,55.685146,30,0.104068783405
113,-26.46196360664571,75.44063,25,0.101987407737
114,-16.885605744682557,147.66106,30,0.0999476595821
115,-23.54223478536626,113.360565,30,0.0979487063904
116,17.69906372555337,58.653103,16,0.0959897322626
117,-21.883633966998097,184.12105,30,0.0940699376174
118,-29.760645148595614,62.330444,30,0.092188538865
119,-18.695229183770326,96.39939,30,0.0903447680877
120,-17.36675147882145,132.38797,30,0.088537872726
121,-28.265866176575923,70.67681,30,0.0867671152714
122,-20.961235148322423,113.84376,30,0.085031772966
123,-14.756886770066004,76.446754,30,0.0833311375067
124,-16.834687714924968,94.62613,30,0.0816645147566
125,-15.267890032874655,53.962555,16,0.0800312244614
126,-18.018512714632536,108.407234,28,0.0784305999722
127,-28.146672567807133,108.62898,30,0.0768619879728
128,-21.975797224872025,85.9518,30,0.0753247482133
129,-27.818401171021982,154.43083,30,0.073818253249
130,-29.146230080288376,95.22044,30,0.0723418881841
131,-22.79024728350967,72.359985,25,0.0708950504204
132,19.701910663547377,8.977275,3,0.069477149412
133,-21.22503501408874,140.6911,30,0.0680876064237
134,-19.550297230201057,49.475163,30,0.0667258542952
135,-20.83102637101436,117.51396,30,0.0653913372093
136,-19.041150729027812,101.1194,30,0.0640835104652
137,-15.012152857189003,67.78298,18,0.0628018402559
138,19.898094918422633,4.4718266,2,0.0615458034507
139,19.899720651742022,1.4924184,2,0.0603148873817
140,-12.142935609404844,50.324417,11,0.0591085896341
141,19.401536534296007,7.7585487,4,0.0579264178414
142,-17.52379242181938,36.24045,10,0.0567678894846
143,-13.471349205908691,54.07923,14,0.0556325316949
144,-30.6033045639017,136.48013,30,0.054519881061
145,-20.8944035770699,104.2525,18,0.0534294834398
146,-21.27245115411116,189.56902,30,0.052360893771
147,-19.008403126193294,88.54217,30,0.0513136758956
148,-27.2692507938485,155.05481,30,0.0502874023776
149,-14.270005377088262,82.13411,18,0.0492816543301
150,-11.023267503324336,19.436348,4,0.0482960212435
151,-14.118489788900533,137.84496,30,0.0473301008186
152,-23.927130448101593,106.16785,30,0.0463834988022
153,-34.06757715417173,158.54002,30,0.0454558288262
154,-40.52100642044904,127.05205,30,0.0445467122497
155,-28.978455287915708,116.87244,30,0.0436557780047
156,-16.43634466304775,99.86568,30,0.0427826624446
157,20,2.7077856,1,0.0419270091957
158,-14.105513670019032,132.90149,30,0.0410884690118
159,-25.054339630209707,162.83017,30,0.0402666996315
160,-22.459486924162533,155.43178,30,0.0394613656389
161,-20.209825955168533,128.63385,30,0.0386721383261
162,-16.50011090750978,170.26186,30,0.0378986955596
163,-13.499041941995,94.6622,13,0.0371407216484
164,-39.2273427669923,125.05256,30,0.0363979072155
165,-23.047502281266986,122.43705,30,0.0356699490711
166,-29.397277163228182,151.72452,30,0.0349565500897
167,-26.86560658527772,150.73805,30,0.0342574190879
168,-14.501458127587629,151.23434,30,0.0335722707062
169,-14.769125611169152,136.03487,30,0.032900825292
170,-20.641588224797616,148.79836,30,0.0322428087862
171,-35.629535088028895,104.361664,30,0.0315979526105
172,-13.018850160978095,149.03104,30,0.0309659935583
173,-23.838281334658213,164.52106,30,0.0303466736871
174,19.899138960145052,2.1408913,2,0.0297397402134
175,-34.1990004600369,160.02066,27,0.0291449454091
176,-29.776763545951365,175.1451,30,0.0285620465009
177,-14.634166771234598,72.72234,14,0.0279908055709
178,-32.33565198586883,106.23844,22,0.0274309894595
179,-27.300006885195977,171.84529,28,0.0268823696703
180,-20.894452184286944,146.87149,30,0.0263447222769
181,-24.006278295036246,241.81331,30,0.0258178278313
182,-31.05436813232941,194.11969,30,0.0253014712747
183,-19.932283465680065,200.05942,30,0.0247954418492
184,-14.67848804503041,133.45233,30,0.0242995330122
